name,price,link,image_url,source_url
Kyocera ECOSYS M5521cdn,"Ksh 45,000",https://abmltd.co.ke/products/kyocera-ecosys-m5521cdn__e10e3a21-6939-4b36-9d63-271a6a0398f2,https://api.sooq.africa/images/2a7af4d7-995c-42e9-8f56-d38e1de9d101.PNG,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 2551ci A3 Color Laser MFP Copier,"Ksh 70,000",https://abmltd.co.ke/products/kyocera-taskalfa-2551ci-a3-color-laser-mfp-copier__4e90f041-c82c-4320-b70f-253c0f3dd467,https://api.sooq.africa/images/aee3e095-aae6-4df3-a5fd-83cbb5fd474c.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera ECOSYS M6035cidn,"Ksh 50,000",https://abmltd.co.ke/products/kyocera-ecosys-m6035cidn__4660b9d2-c760-4de1-8160-5cbd4201b59f,https://api.sooq.africa/images/5c13be3a-9d42-446d-b521-41429f47c8c6.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera ECOSYS M6235cidn,"Ksh 50,000",https://abmltd.co.ke/products/kyocera-ecosys-m6235cidn__4ed1f3d4-9d90-43ce-bf63-3f07314ac2f4,https://api.sooq.africa/images/843c11e6-82fd-4cf3-a30a-7c06e0f2814f.png,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 4052ci A3 Colour Multifunctional Printer,"Ksh 100,000",https://abmltd.co.ke/products/kyocera-taskalfa-4052ci-a3-colour-multifunctional-printer__87e8505e-0a50-476f-be13-bf1680dae111,https://api.sooq.africa/images/0e3e8b9d-3fcb-42f7-a309-3118424a1f29.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C3350i,"Ksh 55,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c3350i__25dfd411-cfe6-4a1b-ac48-25921c42739a,https://api.sooq.africa/images/38217d33-3779-475b-a37f-9a9d8cd54e70.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera ECOSYS M6230cidn,"Ksh 50,000",https://abmltd.co.ke/products/kyocera-ecosys-m6230cidn__9b2c2dbb-aeaa-41d4-a371-1f4ce7d62501,https://api.sooq.africa/images/0d47949b-84c3-44c8-a986-0464a2bd1f1d.png,https://abmltd.co.ke/departments/refurbished_printers
The Kyocera ECOSYS M6535cidn,"Ksh 50,000",https://abmltd.co.ke/products/the-kyocera-ecosys-m6535cidn__7fc00fc1-5c6c-4605-a2a4-a78c51850887,https://api.sooq.africa/images/512caf99-d2e2-48d2-8b6a-e2bb0788326e.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 5002i A3 Mono Laser Copier,"Ksh 85,000",https://abmltd.co.ke/products/kyocera-taskalfa-5002i-a3-mono-laser-copier__608009bf-fcfa-45d6-b665-312bb41f14b5,https://api.sooq.africa/images/01fbfe8b-439c-4763-8910-adad43ce9c22.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Ecosys M3550idn A4 Mono Laser MFP Copier,"Ksh 50,000",https://abmltd.co.ke/products/kyocera-ecosys-m3550idn-a4-mono-laser-mfp-copier__00831b2b-1a20-48fd-828c-0377b43437c6,https://api.sooq.africa/images/7539b8c5-0ba8-4e0a-8c1e-750cabfc6e3d.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 6002i,"Ksh 100,000",https://abmltd.co.ke/products/kyocera-taskalfa-6002i__3f63f47f-1c38-4679-8155-c36032bdd89b,https://api.sooq.africa/images/d579e1ec-dcba-43df-8f3f-dda0f2d7fb28.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Taskalfa 5053ci - Colour Multifunctional Printer For...,"Ksh 130,000",https://abmltd.co.ke/products/kyocera-taskalfa-5053ci---colour-multifunctional-printer-for---__67a12f57-b08c-4afb-8386-e71810b72499,https://api.sooq.africa/images/ec4116fd-6842-4cc8-8664-5c9f5caf7176.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 4053ci A3 Color Laser Multifunction Printer,"Ksh 120,000",https://abmltd.co.ke/products/kyocera-taskalfa-4053ci-a3-color-laser-multifunction-printer__5f26bb8b-af62-4f13-8f83-0fd500463aea,https://api.sooq.africa/images/728de3ae-8bef-465b-80e8-f9331fb58fab.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta bizhub C3320i,"Ksh 50,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c3320i__7ed2a07e-6749-441a-9a48-ee790b2e08d1,https://api.sooq.africa/images/ba7446df-5182-40cb-833f-1a90d4bf83cc.png,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASK alfa 6003i A3 MFP Printer,"Ksh 120,000",https://abmltd.co.ke/products/kyocera-task-alfa-6003i-a3-mfp-printer__020b86bf-dfa0-4bf4-8a15-bb871997b144,https://api.sooq.africa/images/a6647734-2fc3-47be-8b3b-16e58c39f572.png,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub 227 A3 Mono Laser Printer,"Ksh 65,000",https://abmltd.co.ke/products/konica-minolta-bizhub-227-a3-mono-laser-printer__3f21efbe-6041-4873-a881-e15a371a6995,https://api.sooq.africa/images/bcaf2351-8b45-4b1e-838d-37af2a171207.png,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MPC2503 A3 Color Laser MFP Printer,"Ksh 70,000",https://abmltd.co.ke/products/ricoh-aficio-mpc2503-a3-color-laser-mfp-printer__29a98c88-ebec-417e-a63c-769f6410702e,https://api.sooq.africa/images/6c07c090-383e-4c3e-84c6-d731d1ec4eea.png,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MPC4503 A3 Color Laser MFP Printer,"Ksh 105,000",https://abmltd.co.ke/products/ricoh-aficio-mpc4503-a3-color-laser-mfp-printer__9c0226d8-1d56-4177-8af8-f5aeedc1e330,https://api.sooq.africa/images/9fc47dc8-7f88-4862-80a1-5b6beb865493.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C360 A3 Color Laser Printer,"Ksh 105,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c360-a3-color-laser-printer__66621451-8326-4454-a562-be3b2251ebf1,https://api.sooq.africa/images/55fbbceb-5441-40a1-9304-6bf172e460e3.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Ecosys M3560idn A4 Mono Laser MFP Copier,"Ksh 65,000",https://abmltd.co.ke/products/kyocera-ecosys-m3560idn-a4-mono-laser-mfp-copier__73f2d88c-75a8-4748-99af-51120ceb1cce,https://api.sooq.africa/images/328f0485-ddc3-4be9-9e41-04edb5e3dab1.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 5052ci A3 Color Laser Multifunction Printer,"Ksh 110,000",https://abmltd.co.ke/products/kyocera-taskalfa-5052ci-a3-color-laser-multifunction-printer__d22b2dea-9c33-46f1-ba93-ada4e8925625,https://api.sooq.africa/images/8403dabd-85c5-4ce8-acec-a79d274985b9.png,https://abmltd.co.ke/departments/refurbished_printers
Kyocera KM2560 A3 Mono Laser Copier,"Ksh 65,000",https://abmltd.co.ke/products/kyocera-km2560-a3-mono-laser-copier__a3b80fc7-3199-4365-a50e-430b851d8e8f,https://api.sooq.africa/images/3f87fae9-8c5e-4154-841d-0f88248a82a1.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 3212i A3 Mono Laser MFP Copier,"Ksh 80,000",https://abmltd.co.ke/products/kyocera-taskalfa-3212i-a3-mono-laser-mfp-copier__7fe09882-b72b-46da-b7fe-73c4626ae76e,https://api.sooq.africa/images/00fa968e-a010-4fc4-8abf-c3f283b33c44.png,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera TASKalfa 3010i A3 Mono Laser Copier,"Ksh 75,000",https://abmltd.co.ke/products/kyocera-taskalfa-3010i-a3-mono-laser-copier__7153a098-92c8-4841-803b-52f194196151,https://api.sooq.africa/images/555755da-fc0a-4846-aec3-e311c389d50a.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera TASKalfa 2552ci A3 Color Laser MFP Copier,"Ksh 80,000",https://abmltd.co.ke/products/kyocera-taskalfa-2552ci-a3-color-laser-mfp-copier__5c6b5856-a9af-43be-ad95-473a7ae414d2,https://api.sooq.africa/images/2e106a7a-42f4-4710-be63-579eb1560193.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera TASKalfa 3510i A3 Mono Laser Copier,"Ksh 85,000",https://abmltd.co.ke/products/kyocera-taskalfa-3510i-a3-mono-laser-copier__77635dc7-e1f3-434f-b7ba-61d2dc38315f,https://api.sooq.africa/images/99d1a1a4-ce4a-4d53-87d0-fc62e3f1c7bb.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera TASKalfa 3011i A3 Mono Laser Copier,"Ksh 80,000",https://abmltd.co.ke/products/kyocera-taskalfa-3011i-a3-mono-laser-copier__ce0b6ad0-c20a-41db-955f-56c8f34f5cfb,https://api.sooq.africa/images/3dc94e66-ad34-4861-9274-6f8f4c4bb541.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera TASKalfa 3511i A3 Mono Laser MFP Copier,"Ksh 85,000",https://abmltd.co.ke/products/kyocera-taskalfa-3511i-a3-mono-laser-mfp-copier__eaac6d66-16ed-40c3-80b9-568bf46c9c0a,https://api.sooq.africa/images/e8a57d68-93a0-4869-803b-ce874d0f4014.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera TASKalfa 3252ci A3 Color Laser MFP Copier,"Ksh 85,000",https://abmltd.co.ke/products/kyocera-taskalfa-3252ci-a3-color-laser-mfp-copier__ec5a7ddf-c1f0-483a-8532-47fd78e09175,https://api.sooq.africa/images/57d18ae1-21b7-458b-8b0f-9f676b2cd846.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera Ecosys FS6525 A3 Mono Laser MFP Copier,"Ksh 65,000",https://abmltd.co.ke/products/kyocera-ecosys-fs6525-a3-mono-laser-mfp-copier__49c07aaf-5ce6-48ca-85b3-cf7796ecbde9,https://api.sooq.africa/images/7d2a611d-a546-4dec-912f-c0998b3fcf45.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera Ecosys P3055 A4 Mono Laser MFP Printer,"Ksh 25,000",https://abmltd.co.ke/products/kyocera-ecosys-p3055-a4-mono-laser-mfp-printer__13865af8-7a49-4215-95c9-0a607c1aa170,https://api.sooq.africa/images/78d42091-997d-401b-9a3f-9189c48b4047.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera Ecosys M3145idn A4 Mono Laser MFP Printer,"Ksh 45,000",https://abmltd.co.ke/products/kyocera-ecosys-m3145idn-a4-mono-laser-mfp-printer__a7c53bc4-7730-43a8-8c31-2da5e704aa26,https://api.sooq.africa/images/ab9758ea-3c49-4e1b-9ecb-4a300aa6082c.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera Ecosys M3540dn A4 Mono Laser MFP Copier,"Ksh 48,000",https://abmltd.co.ke/products/kyocera-ecosys-m3540dn-a4-mono-laser-mfp-copier__685dece2-3cd8-459d-962e-480e9256981b,https://api.sooq.africa/images/e0eac189-5f6f-4a86-b750-8c75a01e9982.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera Ecosys M2135 A4 Mono Laser MFP Printer,"Ksh 40,000",https://abmltd.co.ke/products/kyocera-ecosys-m2135-a4--mono-laser-mfp-printer__c46d6da0-a0ea-4072-8932-bfaba9c3feec,https://api.sooq.africa/images/0f59df04-97e4-4c76-9f7e-f6fb6ccf6c4b.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera Ecosys FS3140 A4 Mono Laser MFP Printer,"Ksh 42,000",https://abmltd.co.ke/products/kyocera-ecosys-fs3140-a4-mono-laser-mfp-printer__4a8505fa-e642-48c6-a8b0-70028b5c34e6,https://api.sooq.africa/images/d86d199b-da47-4f2c-ac84-22ea2ab81a1c.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera TASKalfa 350ci A4 Color Laser MFP Copier,"Ksh 50,000",https://abmltd.co.ke/products/kyocera-taskalfa-350ci-a4-color-laser-mfp-copier__549fe104-6095-4f29-b488-e0b393b731c9,https://api.sooq.africa/images/9612a8de-0f99-46ee-8ecd-176c3ee27c35.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera TASKalfa 306ci A4 Color Laser MFP Copier,"Ksh 65,000",https://abmltd.co.ke/products/kyocera-taskalfa-306ci-a4-color-laser-mfp-copier__f756392f-5d2b-4301-ad94-050779c33f4c,https://api.sooq.africa/images/2f25b3e2-1c0b-4969-a8a9-9b29188f3925.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera Ecosys M3645idn A4 Mono Laser MFP Printers,"Ksh 45,000",https://abmltd.co.ke/products/kyocera-ecosys-m3645idn-a4-mono-laser-mfp-printers__03238168-6a0a-43f9-ace7-0279b5d51136,https://api.sooq.africa/images/f97ce6b9-2876-4523-9cfb-e57d88b22924.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera Ecosys M2535 A4 Mono Laser MFP Printer,"Ksh 38,000",https://abmltd.co.ke/products/kyocera-ecosys-m2535-a4-mono-laser-mfp-printer__d68a04b7-3866-4854-9112-4dcb06983a61,https://api.sooq.africa/images/53ab945c-fdf2-44bd-92fd-70791ac3de67.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera TASKalfa 356ci A4 Color Laser MFP Copier,"Ksh 55,000",https://abmltd.co.ke/products/kyocera-taskalfa-356ci-a4-color-laser-mfp-copier__75764406-50fe-4a21-bd52-9ecbcdb81544,https://api.sooq.africa/images/690dfd33-955f-45e4-bc6c-39458f58b984.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera TASKalfa 4012i,"Ksh 90,000",https://abmltd.co.ke/products/kyocera-taskalfa-4012i__53708641-b58d-4849-b364-63c16e72d57f,https://api.sooq.africa/images/199b9873-a66e-4dfa-b971-b00d6f1ad32d.png,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera Taskalfa 351ci A4 Colour Multifunction,"Ksh 50,000",https://abmltd.co.ke/products/kyocera-taskalfa-351ci-a4-colour-multifunction__4ef32a6b-213a-4d01-85d1-5570dee85dc4,https://api.sooq.africa/images/65442154-880f-41fc-bd68-34050abaed5d.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera ECOSYS M5521cdn,"Ksh 45,000",https://abmltd.co.ke/products/kyocera-ecosys-m5521cdn__e10e3a21-6939-4b36-9d63-271a6a0398f2,https://api.sooq.africa/images/2a7af4d7-995c-42e9-8f56-d38e1de9d101.PNG,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera TASKalfa 2551ci A3 Color Laser MFP Copier,"Ksh 70,000",https://abmltd.co.ke/products/kyocera-taskalfa-2551ci-a3-color-laser-mfp-copier__4e90f041-c82c-4320-b70f-253c0f3dd467,https://api.sooq.africa/images/aee3e095-aae6-4df3-a5fd-83cbb5fd474c.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera ECOSYS M6035cidn,"Ksh 50,000",https://abmltd.co.ke/products/kyocera-ecosys-m6035cidn__4660b9d2-c760-4de1-8160-5cbd4201b59f,https://api.sooq.africa/images/5c13be3a-9d42-446d-b521-41429f47c8c6.jpg,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
Kyocera ECOSYS M6235cidn,"Ksh 50,000",https://abmltd.co.ke/products/kyocera-ecosys-m6235cidn__4ed1f3d4-9d90-43ce-bf63-3f07314ac2f4,https://api.sooq.africa/images/843c11e6-82fd-4cf3-a30a-7c06e0f2814f.png,https://abmltd.co.ke/departments/refurbished_printers/brands/kyocera_refurbished_printers
